id,road,lrp,chainage,lat,lon,name,model_type,structure_type,length,condition
0,N1,LRPS,0.0,23.7060278,90.443333,Start of Road  after Jatrabari Flyover infront of filling station.,source,,814.0,N/A
1,N1,LRPSA,0.814,23.7029167,90.4504167,Box Culvert,bridge,Box Culvert,8.000000000000007,A
2,N1,LRPSB,0.822,23.7027778,90.4504722,Intersection with Z1101,link,,178.00000000000006,N/A
3,N1,LRP001,1.0,23.7021389,90.4519722,Km post missing,link,,1000.0,N/A
4,N1,LRP002,2.0,23.6978886,90.4605833,Km post missing,link,,129.9999999999999,N/A
5,N1,LRP002A,2.13,23.6973608,90.4616667,Box culvert,bridge,Box Culvert,870.0000000000001,A
6,N1,LRP003,3.0,23.693833,90.4691382,Km post missing,link,,1000.0,N/A
7,N1,LRP004,4.0,23.6936108,90.4787771,Km post missing,link,,174.99999999999983,N/A
8,N1,LRP004A,4.175,23.6938052,90.4805271,Road to Narayanganj(R111),link,,825.0000000000002,N/A
9,N1,LRP005,5.0,23.6947497,90.4884997,Km post missing,link,,1000.0,N/A
10,N1,LRP006,6.0,23.6959163,90.4981941,Km post missing,link,,1000.0,N/A
11,N1,LRP007,7.0,23.697333,90.50775,Km post missing,link,,181.00000000000006,N/A
12,N1,LRP007A,7.181,23.6979163,90.5092778,"R110,Left to Demra, Right to Narayanganj",link,,819.0,N/A
13,N1,LRP008,8.0,23.7020556,90.5157222,Km post missing,link,,10.999999999999233,N/A
14,N1,LRP008A,8.011,23.7021111,90.5157778,Kachpur bridge,bridge,Bridge,418.000000000001,A
15,N1,LRP008B,8.429,23.7045833,90.5188327,Bridge end,bridge,Bridge,73.99999999999984,A
16,N1,LRP009,8.503,23.7050278,90.5193327,"Chittagong 251 km,Comilla 84 km",link,,259.9999999999998,N/A
17,N1,LRP009A,8.763,23.7060833,90.5215271,Road to Sylhet (N2),link,,740.0000000000002,N/A
18,N1,LRP010,9.503,23.7025278,90.5273882,Km post missing,link,,112.0000000000001,N/A
19,N1,LRP010A,9.615,23.7015278,90.5281938,Box culvert,bridge,Box Culvert,347.999999999999,B
20,N1,LRP010B,9.963,23.6998608,90.5307216,Box culvert,bridge,Box Culvert,414.0000000000015,A
21,N1,LRP010C,10.377,23.6974163,90.5337774,Box culvert,bridge,Box Culvert,125.99999999999945,A
22,N1,LRP011,10.503,23.6966386,90.5348052,Km post missing,link,,381.99999999999966,N/A
23,N1,LRP011A,10.885,23.6943608,90.5376108,Box culvert,bridge,Box Culvert,428.0000000000008,A
24,N1,LRP011B,11.313,23.6922774,90.5410552,Box culvert,bridge,Box Culvert,183.99999999999926,A
25,N1,LRP012,11.497,23.6918052,90.5426108,"Chittagong 248 km,Comilla 81 km",link,,247.99999999999932,N/A
26,N1,LRP012A,11.745,23.6911108,90.5448886,Bridge start,bridge,Box Culvert,26.000000000001577,A
27,N1,LRP012B,11.771,23.6910552,90.5451386,Bridge end,bridge,Box Culvert,164.99999999999915,A
28,N1,LRP012C,11.936,23.6904163,90.546583,Right to Syedpur (R113) left to Joydebpur N105),link,,587.9999999999992,N/A
29,N1,LRP013,12.524,23.6865274,90.5504167,"Ctg 247 km,Comilla 80 km",link,,148.00000000000148,N/A
30,N1,LRP013A,12.672,23.6854997,90.5512778,Box culvert,bridge,Bridge,851.9999999999985,A
31,N1,LRP014,13.524,23.678166,90.5556111,Km post missing,link,,1000.0,N/A
32,N1,LRP015,14.524,23.670916,90.5597778,Km post missing,link,,39.00000000000148,N/A
33,N1,LRP015A,14.563,23.6705827,90.5599722,Box culvert,bridge,Box Culvert,960.9999999999985,B
34,N1,LRP016,15.524,23.6628333,90.5641111,Km post missing,link,,411.00000000000136,N/A
35,N1,LRP016A,15.935,23.6604167,90.5671104,Road to MinanbariZ1061),link,,307.0000000000004,N/A
36,N1,LRP016B,16.242,23.6591111,90.5697216,Langalbandhu bridge,bridge,Box Culvert,160.00000000000014,B
37,N1,LRP016C,16.402,23.6583056,90.5709993,Bridge end,bridge,Bridge,121.99999999999989,C
38,N1,LRP017,16.524,23.6575,90.5719716,Km post missing,link,,306.99999999999864,N/A
39,N1,LRP017A,16.831,23.6559722,90.5743327,Bridge start,bridge,Bridge,21.000000000000796,C
40,N1,LRP017B,16.852,23.6559167,90.5745271,Bridge end,bridge,Bridge,352.00000000000034,C
41,N1,LRP017C,17.204,23.6540556,90.5772771,Bridge start,bridge,Bridge,30.000000000001137,A
42,N1,LRP017D,17.234,23.6539167,90.5774993,Bridge end,bridge,Bridge,289.99999999999915,A
43,N1,LRP018,17.524,23.6525278,90.5798882,Km post missing,link,,338.99999999999864,N/A
44,N1,LRP018A,17.863,23.6508889,90.5826382,Bridge start,bridge,Bridge,41.00000000000037,B
45,N1,LRP018B,17.904,23.6506944,90.5829993,Bridge end,bridge,Bridge,620.000000000001,A
46,N1,LRP019,18.524,23.6476108,90.588083,Km post missing,link,,353.9999999999992,N/A
47,N1,LRP019A,18.878,23.6449441,90.5899163,Box culvert,bridge,Bridge,643.0000000000007,C
48,N1,LRP019B,19.521,23.6397497,90.5926941,Box culvert,bridge,Bridge,3.0000000000001137,B
49,N1,LRP020,19.524,23.6396941,90.5927219,Km post missing,link,,519.9999999999995,N/A
50,N1,LRP020A,20.044,23.6358608,90.5948052,Left to Sonargaon (Z1089) Right to Morgrapara ( Z1066),link,,297.9999999999983,N/A
51,N1,LRP020B,20.342,23.6341108,90.5970274,Bridge start,bridge,Box Culvert,100.00000000000142,B
52,N1,LRP020C,20.442,23.6335552,90.5976941,Bridge end,bridge,Box Culvert,82.00000000000074,B
53,N1,LRP021,20.524,23.6330549,90.5982774,Km post missing,link,,974.9999999999978,N/A
54,N1,LRP021A,21.499,23.6262771,90.6042222,Box culvert,bridge,Bridge,130.00000000000256,A
55,N1,LRP022,21.629,23.6252216,90.6049722,"Ctg 238 km,Comilla 71 km",link,,135.99999999999923,N/A
56,N1,LRP022A,21.765,23.6242216,90.6055278,Bridge start,bridge,Box Culvert,227.99999999999798,B
57,N1,LRP022B,21.993,23.6224993,90.6066944,Bridge end,bridge,Box Culvert,259.00000000000034,B
58,N1,LRP022C,22.252,23.6204716,90.6079722,Bridge start,bridge,Box Culvert,121.99999999999989,B
59,N1,LRP022D,22.374,23.6195271,90.6085833,Bridge end,bridge,Box Culvert,255.00000000000256,B
60,N1,LRP023,22.629,23.6173604,90.6096944,Km post missing,link,,934.9999999999987,N/A
61,N1,LRP023A,23.564,23.6095556,90.6121944,Meghna  bridge,bridge,Bridge,65.00000000000128,A
62,N1,LRP024,23.629,23.609,90.6124722,Km post missing,link,,873.9999999999987,N/A
63,N1,LRP024A,24.503,23.6018611,90.6159722,Bridge end,bridge,Bridge,126.00000000000122,A
64,N1,LRP025,24.629,23.6009444,90.6165556,Km post missing,link,,1000.0,N/A
65,N1,LRP026,25.629,23.5959997,90.624666,Km post missing,link,,9.99999999999801,N/A
66,N1,LRP026A,25.639,23.5959441,90.6246938,Box culvert,bridge,Box Culvert,673.9999999999995,A
67,N1,LRP026B,26.313,23.5917497,90.6293327,Box culvert,bridge,Box Culvert,316.0000000000025,A
68,N1,LRP027,26.629,23.5896108,90.6313882,Km post missing,link,,873.9999999999987,N/A
69,N1,LRP027A,27.503,23.5837497,90.6369441,Bridge start,bridge,Box Culvert,126.00000000000122,A
70,N1,LRP028,27.629,23.5828327,90.6378886,Km post missing,link,,38.999999999997925,N/A
71,N1,LRP028A,27.668,23.5825827,90.6381386,Bridge end,bridge,Bridge,656.0000000000024,A
72,N1,LRP028B,28.324,23.577916,90.6419719,Bridge start,bridge,Bridge,38.999999999997925,A
73,N1,LRP028C,28.363,23.5776104,90.6421108,Bridge end,bridge,Bridge,396.0000000000008,A
74,N1,LRP029,28.759,23.5745271,90.6436941,Information missing,link,,307.99999999999983,N/A
75,N1,LRP029A,29.067,23.572166,90.6451108,Bridge start,bridge,Bridge,45.999999999999375,A
76,N1,LRP029B,29.113,23.5718327,90.6453052,Bridge end,bridge,Bridge,646.0000000000008,A
77,N1,LRP030,29.759,23.5666111,90.6481663,Km post missing,link,,367.9999999999985,N/A
78,N1,LRP030A,30.127,23.5639167,90.6501944,Bridge start,bridge,Box Culvert,38.000000000000256,A
79,N1,LRP030B,30.165,23.5636944,90.6504722,Bridge end,bridge,Box Culvert,532.0,A
80,N1,LRP030C,30.697,23.5604167,90.6542222,Bridge start,bridge,Bridge,38.000000000000256,A
81,N1,LRP030D,30.735,23.5602222,90.6545,Bridge end,bridge,Bridge,39.00000000000148,A
82,N1,LRP031,30.774,23.5599722,90.6548056,"Ctg 229 km,Comilla 62 km",link,,161.99999999999903,N/A
83,N1,LRP031A,30.936,23.5590278,90.6559444,Road to Gazara (Z1063),link,,411.99999999999903,N/A
84,N1,LRP031B,31.348,23.5564444,90.6588611,Bridge start,bridge,Bridge,40.0000000000027,A
85,N1,LRP031C,31.388,23.5562222,90.6591389,Bridge end,bridge,Bridge,394.99999999999955,A
86,N1,LRP032,31.783,23.5538056,90.6619722,"Ctg 228 km,Comilla 61 km",link,,241.99999999999733,N/A
87,N1,LRP032A,32.025,23.5523333,90.6636667,Box culvert,bridge,Bridge,582.0000000000007,A
88,N1,LRP033,32.607,23.5487497,90.6678327,"Ctg 227 km,Comilla 60 km",link,,224.00000000000375,N/A
89,N1,LRP033A,32.831,23.5474163,90.6694438,Bridge start,bridge,Box Culvert,76.99999999999818,A
90,N1,LRP033B,32.908,23.5469441,90.6699993,Bridge end,bridge,Box Culvert,442.99999999999784,A
91,N1,LRP033C,33.351,23.5442219,90.6731104,Box culvert,bridge,Bridge,256.0000000000002,A
92,N1,LRP034,33.607,23.542583,90.6749438,Km post missing,link,,1000.0,N/A
93,N1,LRP035,34.607,23.5362497,90.681916,Km post missing,link,,33.99999999999892,N/A
94,N1,LRP035A,34.641,23.536083,90.6821382,Bridge start,bridge,Box Culvert,39.99999999999915,A
95,N1,LRP035B,34.681,23.5358608,90.6823604,Bridge end,bridge,Box Culvert,275.0000000000057,A
96,N1,LRP035C,34.956,23.5341386,90.6843052,Box culvert,bridge,Box Culvert,650.9999999999962,A
97,N1,LRP036,35.607,23.5301938,90.688833,Km post missing,link,,664.0000000000015,N/A
98,N1,LRP036A,36.271,23.529916,90.6952219,Daudkandi bridge,bridge,Bridge,335.9999999999985,A
99,N1,LRP037,36.607,23.5301382,90.6984997,Km post missing,link,,1000.0,N/A
100,N1,LRP038,37.607,23.5307493,90.7082778,Km post missing,link,,78.00000000000296,N/A
101,N1,LRP038A,37.685,23.5307771,90.7090278,Daudkandi bridge,bridge,PC Box,354.9999999999969,A
102,N1,LRP038B,38.04,23.5313882,90.7153611,Start of Comilla road Division / Start of Comilla road Division,link,,426.00000000000193,N/A
103,N1,LRP038C,38.466,23.5314716,90.7172216,Road to Matlab (Z1062),link,,76.99999999999818,N/A
104,N1,LRP038D,38.543,23.5315271,90.7173604,Bridge start,bridge,Bridge,17.000000000003013,C
105,N1,LRP038E,38.56,23.5315827,90.7176104,Bridge end,bridge,Bridge,46.999999999997044,C
106,N1,LRP039,38.607,23.5317216,90.7180271,Km post missing,link,,512.9999999999982,N/A
107,N1,LRP039A,39.12,23.5322346,90.7226298386,Box culvert,bridge,Bridge,487.0000000000019,C
108,N1,LRP040,39.607,23.5327216,90.7269993,Km post missing,link,,1000.0,N/A
109,N1,LRP041,40.607,23.528916,90.7356108,Km post missing,link,,654.0000000000034,N/A
110,N1,LRP042,41.261,23.5289993,90.7419441,Ctg 214 km,link,,966.9999999999987,N/A
111,N1,LRP042A,42.228,23.5293882,90.7514167,Bridge start,bridge,Bridge,16.999999999995907,C
112,N1,LRP042B,42.245,23.5293882,90.7515833,Bridge end,bridge,Bridge,24.00000000000091,C
113,N1,LRP043,42.269,23.529416,90.75175,Km post broken,link,,1000.0,N/A
114,N1,LRP044,43.269,23.5299993,90.7615,Km post Missing,link,,1000.0,N/A
115,N1,LRP045,44.269,23.5304438,90.7713049,Km post Missing,link,,185.00000000000227,N/A
116,N1,LRP045A,44.454,23.5304993,90.7731104,Box culvert,bridge,Box Culvert,814.9999999999977,C
117,N1,LRP046,45.269,23.5308049,90.7811104,Km post Missing,link,,53.00000000000438,N/A
118,N1,LRP046A,45.322,23.5307493,90.7816104,"Z1402, road to Pennai",link,,65.9999999999954,N/A
119,N1,LRP046B,45.388,23.530666,90.7821938,"Z1053, Road to Homna",link,,773.0000000000032,N/A
120,N1,LRP046C,46.161,23.5312216,90.7895552,Box culvert,bridge,Culvert,107.99999999999699,C
121,N1,LRP047,46.269,23.531166,90.7907219,Km post Missing,link,,954.9999999999983,N/A
122,N1,LRP047A,47.224,23.5306938,90.7924441,Z1044,link,,45.000000000001705,N/A
123,N1,LRP048,47.269,23.5308604,90.8002222,Km post Missing,link,,402.9999999999987,N/A
124,N1,LRP048A,47.672,23.5308882,90.8041389,Bridge start,bridge,Bridge,20.000000000003126,A
125,N1,LRP048B,47.692,23.530916,90.8043611,Bridge end,bridge,Bridge,576.9999999999982,A
126,N1,LRP049,48.269,23.5316382,90.8099167,Km post Missing,link,,1000.0,N/A
127,N1,LRP050,49.269,23.5332493,90.8194716,Km post Missing,link,,594.0000000000011,N/A
128,N1,LRP050A,49.863,23.5346663,90.8249716,Bridge start,bridge,Box Culvert,15.999999999998238,A
129,N1,LRP050B,49.879,23.5347219,90.8251104,Bridge end,bridge,Box Culvert,390.00000000000057,A
130,N1,LRP051,50.269,23.5344997,90.8287216,Km post Missing,link,,1000.0,N/A
131,N1,LRP052,51.269,23.5292216,90.8365274,Km post Missing,link,,367.00000000000443,N/A
132,N1,LRP052A,51.636,23.5270549,90.8391386,Box culvert,bridge,Box Culvert,632.9999999999956,C
133,N1,LRP053,52.269,23.523166,90.8438886,Km post Missing,link,,1000.0,N/A
134,N1,LRP054,53.269,23.5174993,90.8513889,Km post Missing,link,,1000.0,N/A
135,N1,LRP055,54.269,23.5170827,90.8607778,Km post Missing,link,,1000.0,N/A
136,N1,LRP056,55.269,23.5135833,90.8697771,Km post Missing,link,,64.00000000000006,N/A
137,N1,LRP056A,55.333,23.5133056,90.8703049,Bridge start,bridge,Bridge,42.00000000000159,C
138,N1,LRP056B,55.375,23.5131111,90.8706382,Bridge end,bridge,Bridge,101.99999999999676,C
139,N1,LRP056C,55.477,23.5126667,90.871416,"Z1042, road to Bancharampur",link,,792.0000000000016,N/A
140,N1,LRP057,56.269,23.5088056,90.8778604,Km post Missing,link,,1000.0,N/A
141,N1,LRP058,57.269,23.506,90.8869163,Km post Missing,link,,922.0000000000041,N/A
142,N1,LRP058A,58.191,23.5056111,90.8958886,Box culvert,bridge,Box Culvert,77.99999999999585,B
143,N1,LRP059,58.269,23.5056389,90.8966108,Km post Missing,link,,1000.0,N/A
144,N1,LRP060,59.269,23.5062778,90.9063889,Km post Missing,link,,911.0000000000014,N/A
145,N1,LRP060A,60.18,23.50575,90.91525,Box culvert,bridge,Box Culvert,88.99999999999864,B
146,N1,LRP061,60.269,23.5057222,90.9160278,Km post Missing,link,,1000.0,N/A
147,N1,LRP062,61.269,23.5055278,90.9257216,Km post Missing,link,,1000.0,N/A
148,N1,LRP063,62.269,23.5042778,90.9354163,Km post Missing,link,,9.000000000000341,N/A
149,N1,LRP063A,62.278,23.5043333,90.9354719,"Z1017, Road to Companiganj",link,,264.0000000000029,N/A
150,N1,LRP063B,62.542,23.5038611,90.9371386,Box culvert,bridge,Culvert,351.99999999999676,B
151,N1,LRP063C,62.894,23.5028611,90.9412774,Box culvert,bridge,Culvert,375.0,B
152,N1,LRP064,63.269,23.5020278,90.9448886,Km post Missing,link,,1000.000000000007,N/A
153,N1,LRP065,64.269,23.4995274,90.9541667,Km post Missing,link,,1000.0,N/A
154,N1,LRP066,65.269,23.4986386,90.9651111,Km post Missing,link,,274.0000000000009,N/A
155,N1,LRP066A,65.543,23.4980552,90.9660278,Box culvert,bridge,Culvert,182.99999999999272,B
156,N1,LRP067,65.726,23.4972774,90.9674716,Ctg 191 km,link,,1000.0,N/A
157,N1,LRP068,66.726,23.4942219,90.9765549,Km post Missing,link,,694.0000000000026,N/A
158,N1,LRP068A,67.42,23.4951386,90.9829993,Box culvert,bridge,Box Culvert,305.9999999999974,A
159,N1,LRP069,67.726,23.4942497,90.985833,Km post Missing,link,,1000.0,N/A
160,N1,LRP070,68.726,23.4911386,90.9950274,Km post Missing,link,,890.0000000000006,N/A
161,N1,LRP070A,69.616,23.4894441,91.0033056,Road to Debiduar (Z1008),link,,22.00000000000557,N/A
162,N1,LRP070B,69.638,23.4893886,91.0034722,Road to Jhalam (Z1022),link,,70.99999999999795,N/A
163,N1,LRP071,69.709,23.4896108,91.0043056,Ctg 188 km,link,,733.9999999999947,N/A
164,N1,LRP072,70.443,23.4893052,91.0112778,"Ctg 188 km,Comilla 20 km",link,,84.00000000000318,N/A
165,N1,LRP072A,70.527,23.4890552,91.0120278,Bridge start,bridge,Bridge,30.000000000001137,C
166,N1,LRP072B,70.557,23.4889441,91.01225,Bridge end,bridge,Bridge,197.9999999999933,C
167,N1,LRP073,70.755,23.488333,91.0140833,Ctg 187 km,link,,1020.0000000000102,N/A
168,N1,LRP074,71.775,23.4846386,91.0229438,Km post missing,link,,1000.0,N/A
169,N1,LRP075,72.775,23.4827771,91.0321382,Km post missing,link,,912.9999999999967,N/A
170,N1,LRP075A,73.688,23.481166,91.0404441,Box culvert,bridge,Box Culvert,140.99999999999113,B
171,N1,LRP076,73.829,23.4814716,91.0419719,Ctg 184 km,link,,871.0000000000093,N/A
172,N1,LRP076A,74.7,23.4820827,91.0504167,Box culvert,bridge,Box Culvert,128.99999999999068,B
173,N1,LRP077,74.829,23.4821382,91.0516944,Km post missing,link,,760.0000000000051,N/A
174,N1,LRP077A,75.589,23.4815271,91.0590278,Road to Khangsanagar (Z1219) left road to Barua Z1028 right,link,,239.99999999999488,N/A
175,N1,LRP078,75.829,23.4815549,91.0613611,Km post missing,link,,1000.0,N/A
176,N1,LRP079,76.829,23.4801104,91.0706382,Km post missing,link,,944.0000000000026,N/A
177,N1,LRP079A,77.773,23.4770827,91.0789993,Box culvert,bridge,Culvert,55.999999999997385,C
178,N1,LRP080,77.829,23.4770271,91.0794716,Km post missing,link,,1000.0,N/A
179,N1,LRP081,78.829,23.4781938,91.0889997,Km post missing,link,,1000.0,N/A
180,N1,LRP082,79.829,23.4775549,91.0986663,Km post missing,link,,513.0000000000052,N/A
181,N1,LRP082A,80.342,23.4778604,91.1036111,Box culvert,bridge,Box Culvert,486.99999999999477,B
182,N1,LRP083,80.829,23.4779993,91.1055278,Km post missing,link,,972.0000000000084,N/A
183,N1,LRP083A,81.801,23.4789438,91.1177216,Box culvert,bridge,Box Culvert,27.999999999991587,A
184,N1,LRP084,81.829,23.4789716,91.1179993,Km post missing,link,,17.000000000010118,N/A
185,N1,LRP084A,81.846,23.4789716,91.118166,Road to Brahmanbaria(N102),link,,546.999999999997,N/A
186,N1,LRP084B,82.393,23.4793327,91.1234716,Box culvert,bridge,Box Culvert,435.99999999999284,A
187,N1,LRP085,82.829,23.4800827,91.1276382,Km post missing,link,,1000.0,N/A
188,N1,LRP086,83.829,23.4767216,91.1364441,Km post missing,link,,1000.0,N/A
189,N1,LRP087,84.829,23.4682216,91.1394441,Km post missing,link,,1000.0,N/A
190,N1,LRP088,85.829,23.4595833,91.1421386,Km post missing,link,,68.00000000001205,N/A
191,N1,LRP088A,85.897,23.459,91.142333,Cross road Z1029,link,,931.999999999988,N/A
192,N1,LRP089,86.829,23.4513056,91.1460552,Km post missing,link,,303.0000000000115,N/A
193,N1,LRP089A,87.132,23.448833,91.1471386,Bridge start,bridge,Bridge,24.00000000000091,A
194,N1,LRP089B,87.156,23.4486386,91.1472497,Bridge end,bridge,Bridge,209.99999999999375,A
195,N1,LRP089C,87.366,23.4469441,91.1481386,Cross Road with Z1052,link,,462.99999999999386,N/A
196,N1,LRP090,87.829,23.4425274,91.1497774,Km post missing,link,,684.0000000000117,N/A
197,N1,LRP091,88.513,23.4373886,91.1521944,Ctg 170 km,link,,1000.0,N/A
198,N1,LRP092,89.513,23.4288882,91.1553889,Km post missing,link,,979.9999999999898,N/A
199,N1,LRP093,90.493,23.4236938,91.1626944,Ctg 168 km,link,,28.000000000005798,N/A
200,N1,LRP093A,90.521,23.4235827,91.1629722,Bridge start,bridge,Bridge,37.00000000000614,C
201,N1,LRP093B,90.558,23.423416,91.1632778,Bridge end,bridge,Bridge,507.99999999999557,C
202,N1,LRP093C,91.066,23.4213604,91.167666,Rail Road Crossing,link,,426.9999999999925,N/A
203,N1,LRP094,91.493,23.4195271,91.171416,Km post missing,link,,90.00000000000341,N/A
204,N1,LRP094A,91.583,23.4191382,91.1721938,Left to Comilla Right to Noakhali,link,,537.9999999999967,N/A
205,N1,LRP095,92.121,23.4149444,91.1801382,"Ctg 66 km,Feni 52 km",link,,511.0000000000099,N/A
206,N1,LRP095A,92.632,23.4131111,91.1846663,Bridge start,bridge,Bridge,27.999999999991587,C
207,N1,LRP095B,92.66,23.4130556,91.1849163,Bridge end,bridge,Bridge,460.9999999999985,C
208,N1,LRP096,93.121,23.4125,91.1893886,Km post missing,link,,1008.0000000000098,N/A
209,N1,LRP097,94.129,23.4113056,91.1988886,Ctg 164 km,link,,1027.000000000001,N/A
210,N1,LRP098,95.156,23.4100833,91.2087778,Ctg 163 km,link,,36.99999999999193,N/A
211,N1,LRP098A,95.193,23.4100278,91.2090833,Box culvert,bridge,Bridge,980.000000000004,C
212,N1,LRP099,96.173,23.4048056,91.2165278,Ctg 162 km,link,,171.99999999999704,N/A
213,N1,LRP099A,96.345,23.40375,91.2176382,Bridge start,bridge,Bridge,28.999999999996362,A
214,N1,LRP099B,96.374,23.4035556,91.2178049,Bridge end,bridge,Bridge,799.0000000000066,A
215,N1,LRP100,97.173,23.398213447804338,91.22288776581436,Km post missing,link,,1000.0,N/A
216,N1,LRP101,98.173,23.3915274,91.2292493,Km post missing,link,,10.000000000005116,N/A
217,N1,LRP101A,98.183,23.3914441,91.2293049,Box culvert,bridge,Bridge,891.9999999999959,A
218,N1,LRP101B,99.075,23.385083,91.2345552,Box culvert,bridge,Bridge,15.000000000000568,A
219,N1,LRP101C,99.09,23.3849719,91.2346108,Box culvert,bridge,Bridge,82.99999999999841,A
220,N1,LRP102,99.173,23.3843886,91.2351108,Km post missing,link,,897.9999999999961,N/A
221,N1,LRP102A,100.071,23.3779716,91.2403608,Bridge start,bridge,Bridge,30.000000000001137,A
222,N1,LRP102B,100.101,23.3777493,91.2405274,Bridge end,bridge,Bridge,72.00000000000273,A
223,N1,LRP103,100.173,23.377166,91.2409163,Km post missing,link,,1000.0,N/A
224,N1,LRP104,101.173,23.3695827,91.2462774,Km post missing,link,,170.99999999999227,N/A
225,N1,LRP104A,101.344,23.3683327,91.2471108,Box culvert,bridge,Bridge,904.0000000000106,A
226,N1,LRP105,102.248,23.3615278,91.2515556,"Ctg 156 km,Feni 43 km",link,,365.99999999999966,N/A
227,N1,LRP105A,102.614,23.3586389,91.25325,Bridge start,bridge,Bridge,24.00000000000091,C
228,N1,LRP105B,102.638,23.3584444,91.2533333,Bridge end,bridge,Bridge,609.9999999999994,C
229,N1,LRP106,103.248,23.3536944,91.2561389,Km post missing,link,,686.9999999999976,N/A
230,N1,LRP106A,103.935,23.3486386,91.2599444,Box culvert,bridge,Bridge,313.0000000000024,C
231,N1,LRP107,104.248,23.3463608,91.2616944,Km post missing,link,,1000.0,N/A
232,N1,LRP108,105.248,23.3390552,91.2672216,Km post missing,link,,443.9999999999884,N/A
233,N1,LRP108A,105.692,23.3360274,91.2700549,Bridge start,bridge,Box Culvert,44.00000000001114,A
234,N1,LRP108B,105.736,23.3357219,91.2703049,Bridge end,bridge,Box Culvert,143.00000000000068,A
235,N1,LRP108C,105.879,23.3347219,91.271166,Road to Harishchar (Z1046),link,,368.9999999999998,N/A
236,N1,LRP109,106.248,23.3321938,91.2734716,Km post missing,link,,1000.0,N/A
237,N1,LRP110,107.248,23.3246382,91.278666,Km post missing,link,,72.99999999999329,N/A
238,N1,LRP110A,107.321,23.324166,91.2791104,Bridge start,bridge,Box Culvert,10.000000000005116,A
239,N1,LRP110B,107.331,23.3240827,91.279166,Bridge end,bridge,Box Culvert,917.0000000000016,A
240,N1,LRP111,108.248,23.3171382,91.2836941,Km post missing,link,,269.999999999996,N/A
241,N1,LRP111A,108.518,23.3149444,91.2844719,Bridge start,bridge,Box Culvert,19.000000000005457,A
242,N1,LRP111B,108.537,23.31475,91.2845552,Bridge end,bridge,Box Culvert,597.999999999999,A
243,N1,LRP111C,109.135,23.3096389,91.2861386,Box culvert,bridge,Box Culvert,112.99999999999955,B
244,N1,LRP112,109.248,23.3086944,91.2864163,Km post missing,link,,546.999999999997,N/A
245,N1,LRP112A,109.795,23.30425,91.288583,Box culvert,bridge,Culvert,453.00000000000296,B
246,N1,LRP113,110.248,23.3006111,91.290333,Km post missing,link,,518.9999999999912,N/A
247,N1,LRP113A,110.767,23.296083,91.2914997,Bridge start,bridge,Box Culvert,14.000000000010004,A
248,N1,LRP113B,110.781,23.2959719,91.2915274,Bridge end,bridge,Box Culvert,466.99999999999875,A
249,N1,LRP114,111.248,23.2919163,91.2922219,Km post missing,link,,501.99999999999534,N/A
250,N1,LRP114A,111.75,23.2876663,91.2936386,Box culvert,bridge,Box Culvert,498.00000000000466,A
251,N1,LRP115,112.248,23.283583,91.2952219,Km post missing,link,,774.0000000000009,N/A
252,N1,LRP115A,113.022,23.2787216,91.3002778,Box culvert,bridge,Box Culvert,225.9999999999991,B
253,N1,LRP116,113.248,23.2768882,91.3011944,Km post missing,link,,1000.0,N/A
254,N1,LRP117,114.248,23.2686382,91.3049722,Km post missing,link,,115.99999999999966,N/A
255,N1,LRP117A,114.364,23.2677493,91.3054722,Box culvert,bridge,Box Culvert,277.000000000001,B
256,N1,LRP117B,114.641,23.2654444,91.3064444,Box culvert,bridge,Box Culvert,202.99999999998875,B
257,N1,LRP117C,114.844,23.2636667,91.30675,Box culvert,bridge,Box Culvert,404.0000000000106,B
258,N1,LRP118,115.248,23.2601111,91.3072778,Km post missing,link,,155.9999999999917,N/A
259,N1,LRP118A,115.404,23.2587222,91.3074444,Box culvert,bridge,Culvert,844.0000000000083,B
260,N1,LRP119,116.248,23.2511944,91.3086389,Km post missing,link,,173.99999999999238,N/A
261,N1,LRP119A,116.422,23.249833,91.3091944,Box culvert,bridge,Box Culvert,186.00000000000705,B
262,N1,LRP119B,116.608,23.248333,91.3098056,Bridge start,bridge,Box Culvert,22.999999999996135,B
263,N1,LRP119C,116.631,23.2481663,91.3098889,Bridge end,bridge,Box Culvert,346.9999999999942,B
